[UNK]
Yersiniaceae
Kocuria
Corynebacterium jeikeium
Staphylococcus cohnii
Tissierella praeacuta
Corynebacterium minutissimum
Pseudomonadaceae
Actinomycetota
Fusobacteriales
Tissierella
Clostridium ramosum
Enterococcus
Aerococcus viridans
Tissierellia
Citrobacter youngae
Carnobacteriaceae
Pseudomonas stutzeri
Bacillota
Fusobacteriaceae
Peptoniphilus asaccharolyticus
Moraxellaceae
Prevotella corporis
Atopobiaceae
Bordetella
Staphylococcus sciuri
Leuconostoc
Staphylococcus auricularis
Bacilli
Aerococcus
Moraxella catarrhalis
Corynebacterium amycolatum
Clostridium
Streptococcus agalactiae
Lactobacillus casei
Mobiluncus mulieris
Weeksellaceae
Micrococcus luteus
Peptoniphilaceae
Campylobacterales
Bacteroides uniformis
Clostridium beijerinckii
Corynebacterium pseudodiphtheriticum
Citrobacter
Coriobacteriales
Collinsella aerofaciens
Rothia dentocariosa
Micrococcaceae
Clostridioides
Klebsiella oxytoca
Pseudomonadales
Bacteroides ureolyticus
Micrococcus
Alcaligenes
Staphylococcaceae
Achromobacter
Achromobacter xylosoxidans
Lactobacillus paracasei
Enterobacter amnigenus
Gammaproteobacteria
Pseudomonas oleovorans
Providencia stuartii
Hafniaceae
Enterobacter aerogenes
Pseudomonas fluorescens
Streptococcaceae
Streptococcus pyogenes
Clostridium tertium
Proteus penneri
Prevotella oris
Providencia
Streptococcus gordonii
Pantoea
Fusobacteriia
Delftia acidovorans
Streptococcus parasanguinis
Enterococcus gallinarum
Anaerococcus prevotii
Rahnella
Staphylococcus haemolyticus
Anaerococcus tetradius
Clostridium bifermentans
Raoultella
Acinetobacter baumannii
Peptostreptococcus
Chryseobacterium indologenes
Enterobacter asburiae
Streptococcus alactolyticus
Staphylococcus xylosus
Clostridia
Proteus vulgaris
Pseudomonas mendocina
Lactococcus garvieae
Burkholderiaceae
Bacteroides caccae
Serratia liquefaciens
Atopobium minutum
Staphylococcus simulans
Pasteurellaceae
Finegoldia
Morganella morganii
Streptococcus oralis
Bacteroides thetaiotaomicron
Atopobium
Citrobacter sedlakii
Prevotellaceae
Klebsiella
Eubacteriales
Aerococcaceae
Mycobacteriales
Chryseobacterium
Providencia rettgeri
Staphylococcus warneri
Escherichia
Hafnia alvei
Serratia odorifera
Pasteurellales
Collinsella
Acinetobacter lwoffii
Enterobacter
Bacteroidota
Propionibacteriaceae
Stenotrophomonas maltophilia
Brevundimonas diminuta
Serratia ficaria
Enterococcus avium
Granulicatella elegans
Clostridium subterminale
Burkholderiales
