[UNK]
Yersiniaceae
Kocuria
Actinomyces
Cupriavidus pauculus
Bacteroides ovatus
Flavobacteriia
Micromonas
Enterococcaceae
Pasteurella pneumotropica
Kocuria kristinae
Delftia
Citrobacter freundii
Streptococcus mitis
Staphylococcus intermedius
Enterobacteriaceae
Micrococcales
Fusobacterium varium
Enterococcus faecium
Parabacteroides
Klebsiella pneumoniae
Actinomyces meyeri
Actinomyces israelii
Lysobacterales
Caryophanales
Tissierellales
Staphylococcus aureus
Enterobacter cancerogenus
Leuconostocaceae
Micromonas micros
Eubacteriaceae
Proteus
Pseudomonas oryzihabitans
Betaproteobacteria
Haemophilus influenzae
Enterococcus durans
Bacteroides fragilis
Hafnia
Alphaproteobacteria
Pediococcus acidilactici
Lactobacillaceae
Campylobacter
Eubacterium
Staphylococcus caprae
Propionibacterium granulosum
Bacteria
Streptococcus pseudoporcinus
Streptococcus intermedius
Pseudomonadota
Prevotella melaninogenica
Burkholderia
Aeromonadales
Cupriavidus
Listeriaceae
Stenotrophomonas
Sphingomonadales
Fusobacteriota
Proteus hauseri
Sphingomonas
Aeromonadaceae
Comamonadaceae
Corynebacterium
Alcaligenaceae
Streptococcus salivarius
Parabacteroides distasonis
Lactococcus
Streptococcus mutans
Propionibacteriales
Flavobacteriales
Propionibacterium acnes
Fusobacterium necrophorum
Lactobacillales
Aeromonas hydrophila
Acinetobacter junii
Brevundimonas
Campylobacteraceae
Enterobacterales
Kocuria rosea
Alcaligenes faecalis
Enterococcus casseliflavus
Propionibacterium
Serratia
Staphylococcus lugdunensis
Peptostreptococcaceae
Aeromonas
Staphylococcus capitis
Granulicatella
Staphylococcus hominis
Actinomycetes
Pseudomonas
Anaerococcus
Clostridium perfringens
Coriobacteriia
Sphingomonadaceae
Rahnella aquatilis
Acinetobacter
Lactobacillus
Prevotella oralis
Citrobacter braakii
Lysobacteraceae
Leuconostoc mesenteroides
Coriobacteriaceae
Tissierellaceae
Streptococcus pneumoniae
Peptostreptococcus anaerobius
Haemophilus
Burkholderia gladioli
Pseudomonas aeruginosa
Prevotella loescheii
Actinomycetales
Streptococcus vestibularis
Achromobacter denitrificans
Prevotella bivia
Campylobacter gracilis
Proteus mirabilis
Moraxella
Eubacterium limosum
Serratia marcescens
Bacteroidia
Caulobacterales
Staphylococcus
Bordetella hinzii
Clostridiaceae
Sphingomonas paucimobilis
Actinomyces odontolyticus
Enterococcus hirae
Mobiluncus curtisii
Staphylococcus pseudintermedius
Prevotella
Finegoldia magna
Bacteroidaceae
Raoultella planticola
Fusobacterium
Clostridioides difficile
Listeria
Corynebacteriaceae
Citrobacter farmeri
Morganellaceae
Pasteurella
Streptococcus
Actinomycetaceae
Enterococcus faecalis
Pseudomonas putida
Acinetobacter radioresistens
Peptoniphilus
Burkholderia cepacia
Streptococcus anginosus
Enterobacter cloacae
Caulobacteraceae
Staphylococcus epidermidis
Tannerellaceae
Staphylococcus saprophyticus
Mobiluncus
Morganella
Staphylococcus saccharolyticus
Escherichia coli
Hafnia paralvei
Citrobacter werkmanii
Staphylococcus lentus
Clostridium clostridioforme
Erwiniaceae
Pantoea agglomerans
Acinetobacter haemolyticus
Epsilonproteobacteria
Bacteroidales
Rothia
Lactobacillus plantarum
Citrobacter koseri
Streptococcus constellatus
Listeria monocytogenes
Pediococcus
Bacteroides
Lactobacillus acidophilus
